simulation_id,real_concentration_name_file,wind_speed,wind_dir_mean,stability_class,stability_index,sigma_y,sigma_z,RH,humidify,source_x,source_y,source_h,emission_rate,dispersion_model,gps_x,gps_y,wind_dir_cos,wind_dir_sin
39,sim_39_conc_real_2025-11-10.npy,4.67,-5.38,1,2,125.843,62.922,0.2,True,438.0,86.0,3.07,0.0083,1,0.8777555110220441,0.1723446893787575,0.9955947539477282,-0.09376079090836643
40,sim_40_conc_real_2025-11-10.npy,5.28,-42.06,3,3,73.765,36.883,0.0,False,259.0,174.0,8.58,0.0015,0,0.5190380761523046,0.3486973947895792,0.7424437061983444,-0.6699084587661708
41,sim_41_conc_real_2025-11-10.npy,3.65,73.3,3,3,74.23,37.115,0.12,True,1.0,422.0,1.56,0.0028,1,0.002004008016032,0.845691382765531,0.2873605198497121,0.9578224948453149
42,sim_42_conc_real_2025-11-10.npy,2.76,0.0,4,6,14.939,7.469,0.0,False,385.0,487.0,1.64,0.0061,0,0.7715430861723447,0.9759519038076152,1.0,0.0
43,sim_43_conc_real_2025-11-10.npy,4.04,-0.04,2,4,42.664,21.332,0.44,True,250.0,88.0,2.63,0.0086,1,0.501002004008016,0.1763527054108216,0.9999997563060741,-0.0006981316440875792
44,sim_44_conc_real_2025-11-10.npy,3.1,-0.67,3,3,75.095,37.547,0.0,False,482.0,311.0,6.49,0.01,1,0.9659318637274548,0.6232464929859719,0.999931629399233,-0.011693439485246057
45,sim_45_conc_real_2025-11-10.npy,4.58,-0.28,2,4,42.927,21.463,0.3,True,215.0,325.0,7.33,0.0095,0,0.4308617234468938,0.6513026052104208,0.9999880590209089,-0.0048869024540245404
46,sim_46_conc_real_2025-11-10.npy,7.61,0.0,2,4,42.957,21.479,0.0,False,18.0,401.0,3.32,0.0018,1,0.0360721442885771,0.8036072144288577,1.0,0.0
47,sim_47_conc_real_2025-11-10.npy,3.31,0.8,0,5,25.847,12.923,0.8,True,179.0,474.0,2.28,0.003,0,0.3587174348697395,0.9498997995991983,0.9999025240093042,0.013962180339145272
48,sim_48_conc_real_2025-11-10.npy,5.35,147.78,2,4,43.095,21.548,0.35,True,450.0,39.0,9.34,0.0054,1,0.9018036072144288,0.0781563126252505,-0.8460071056678421,0.5331716207371888
49,sim_49_conc_real_2025-11-10.npy,2.24,0.0,1,2,124.656,62.328,0.5,True,277.0,58.0,9.33,0.0063,1,0.5551102204408818,0.1162324649298597,1.0,0.0
50,sim_50_conc_real_2025-11-10.npy,7.7,-152.79,2,4,42.846,21.423,0.28,True,22.0,355.0,3.81,0.0098,1,0.0440881763527054,0.7114228456913828,-0.8893365811068042,-0.4572531525372576
51,sim_51_conc_real_2025-11-10.npy,4.65,60.97,2,4,42.531,21.266,0.47,True,170.0,12.0,4.01,0.0083,0,0.3406813627254509,0.0240480961923847,0.485267503576531,0.8743657415364589
52,sim_52_conc_real_2025-11-10.npy,6.1,-0.02,2,4,42.914,21.457,0.0,False,31.0,383.0,3.31,0.0097,0,0.0621242484969939,0.7675350701402806,0.9999999390765166,-0.00034906584331009674
53,sim_53_conc_real_2025-11-10.npy,2.96,131.79,1,2,124.869,62.434,0.0,False,310.0,73.0,2.03,0.0072,1,0.6212424849699398,0.1462925851703407,-0.6664023499913523,0.7455923201897959
54,sim_54_conc_real_2025-11-10.npy,7.52,-62.69,2,4,42.439,21.22,0.73,True,25.0,2.0,3.39,0.0025,0,0.0501002004008016,0.0040080160320641,0.4588046404628934,-0.8885371696725551
55,sim_55_conc_real_2025-11-10.npy,3.06,2.36,5,1,200.573,100.286,0.68,True,344.0,183.0,3.32,0.0097,1,0.6893787575150301,0.3667334669338677,0.9991518213376787,0.04117812426033482
56,sim_56_conc_real_2025-11-10.npy,3.22,0.0,0,5,25.679,12.839,0.91,True,367.0,177.0,8.83,0.0053,1,0.7354709418837675,0.3547094188376753,1.0,0.0
57,sim_57_conc_real_2025-11-10.npy,6.94,-80.89,2,4,42.991,21.495,0.76,True,317.0,267.0,1.58,0.0004,0,0.6352705410821643,0.5350701402805611,0.15833040106479798,-0.9873861879217575
58,sim_58_conc_real_2025-11-10.npy,8.0,159.96,2,4,43.377,21.689,0.0,False,475.0,258.0,6.62,0.0011,1,0.9519038076152304,0.5170340681362725,-0.9394536167035534,0.3426760891317236
59,sim_59_conc_real_2025-11-10.npy,6.1,0.0,2,4,43.28,21.64,0.33,True,479.0,180.0,1.19,0.0066,0,0.9599198396793588,0.3607214428857715,1.0,0.0
60,sim_60_conc_real_2025-11-10.npy,6.7,4.65,2,4,42.524,21.262,0.06,True,99.0,131.0,8.38,0.0074,0,0.1983967935871743,0.2625250501002004,0.9967085121555869,0.08106874734813876
61,sim_61_conc_real_2025-11-10.npy,3.4,-1.95,3,3,73.218,36.609,0.0,False,20.0,45.0,3.91,0.0067,1,0.0400801603206412,0.0901803607214428,0.9994209020316729,-0.034027350502167444
62,sim_62_conc_real_2025-11-10.npy,7.26,138.86,2,4,43.026,21.513,0.0,False,205.0,375.0,4.05,0.0013,0,0.4108216432865731,0.751503006012024,-0.7531042742016878,0.657901172045733
63,sim_63_conc_real_2025-11-10.npy,5.46,0.05,3,3,73.256,36.628,0.3,True,64.0,70.0,2.4,0.0046,1,0.1282565130260521,0.1402805611222445,0.9999996192282494,0.0008726645152351496
64,sim_64_conc_real_2025-11-10.npy,4.15,71.98,2,4,43.226,21.613,0.0,False,404.0,286.0,6.85,0.0081,0,0.8096192384769539,0.5731462925851704,0.3093489568934519,0.9509485910757391
65,sim_65_conc_real_2025-11-10.npy,5.31,-141.3,2,4,42.461,21.231,0.68,True,22.0,83.0,8.96,0.0038,1,0.0440881763527054,0.1663326653306613,-0.7804304073383298,-0.6252426563357051
66,sim_66_conc_real_2025-11-10.npy,5.05,1.59,2,4,42.479,21.24,0.0,False,24.0,111.0,2.55,0.0076,0,0.0480961923847695,0.2224448897795591,0.9996149730606797,0.02774717342174682
67,sim_67_conc_real_2025-11-10.npy,5.11,63.3,3,3,74.301,37.15,0.26,True,436.0,14.0,5.2,0.0085,0,0.87374749498998,0.0280561122244488,0.44931899861589675,0.8933713883278375
68,sim_68_conc_real_2025-11-10.npy,3.17,2.7,5,1,202.506,101.253,0.0,False,399.0,334.0,5.94,0.0049,1,0.7995991983967936,0.6693386773547094,0.99888987496197,0.047106450709642665
69,sim_69_conc_real_2025-11-10.npy,7.98,0.0,2,4,42.946,21.473,0.0,False,210.0,337.0,6.2,0.0027,0,0.4208416833667334,0.6753507014028056,1.0,0.0
70,sim_70_conc_real_2025-11-10.npy,7.4,83.53,2,4,43.594,21.797,0.69,True,373.0,470.0,9.06,0.0089,0,0.7474949899799599,0.9418837675350702,0.1126829652669247,0.9936309925413221
71,sim_71_conc_real_2025-11-10.npy,1.85,-72.49,4,6,14.77,7.385,0.91,True,470.0,5.0,6.13,0.0031,0,0.9418837675350702,0.0100200400801603,0.30087224993264333,-0.9536644531597416
72,sim_72_conc_real_2025-11-10.npy,2.4,0.0,0,5,25.975,12.987,0.0,False,490.0,294.0,3.51,0.0085,0,0.9819639278557114,0.5891783567134269,1.0,0.0
73,sim_73_conc_real_2025-11-10.npy,4.35,0.0,2,4,43.042,21.521,0.03,True,291.0,321.0,5.1,0.0075,1,0.5831663326653307,0.6432865731462926,1.0,0.0
74,sim_74_conc_real_2025-11-10.npy,4.11,0.0,2,4,42.915,21.457,0.32,True,300.0,241.0,1.09,0.0078,1,0.6012024048096193,0.4829659318637274,1.0,0.0
75,sim_75_conc_real_2025-11-10.npy,3.52,0.0,5,1,198.891,99.445,0.85,True,214.0,54.0,6.88,0.0009,0,0.4288577154308617,0.1082164328657314,1.0,0.0
76,sim_76_conc_real_2025-11-10.npy,4.75,66.76,2,4,43.502,21.751,0.91,True,497.0,290.0,3.67,0.004,0,0.995991983967936,0.5811623246492986,0.39458349105523377,0.9188600919545175
77,sim_77_conc_real_2025-11-10.npy,7.38,-1.91,2,4,43.031,21.515,0.0,False,408.0,133.0,2.96,0.0064,1,0.8176352705410822,0.2665330661322645,0.9994444140490196,-0.03332961485243795
78,sim_78_conc_real_2025-11-10.npy,3.3,3.42,1,2,123.983,61.991,0.39,True,112.0,15.0,4.63,0.004,1,0.2244488977955911,0.0300601202404809,0.9982190652782118,0.0596548213901707
79,sim_79_conc_real_2025-11-10.npy,2.32,3.56,0,5,25.923,12.962,0.0,False,259.0,481.0,8.61,0.0035,1,0.5190380761523046,0.9639278557114228,0.9980703212638521,0.062093750186884185
80,sim_80_conc_real_2025-11-10.npy,6.47,47.95,3,3,73.909,36.955,0.0,False,116.0,330.0,9.53,0.0096,0,0.2324649298597194,0.6613226452905812,0.6697788676917006,0.7425606159726109
81,sim_81_conc_real_2025-11-10.npy,2.98,0.0,4,6,14.542,7.271,0.0,False,35.0,0.0,3.44,0.0033,0,0.0701402805611222,0.0,1.0,0.0
82,sim_82_conc_real_2025-11-10.npy,7.66,0.71,2,4,43.129,21.564,0.56,True,463.0,9.0,9.42,0.0061,1,0.9278557114228456,0.0180360721442885,0.9999232221618356,0.012391520548033538
83,sim_83_conc_real_2025-11-10.npy,4.3,-65.87,2,4,42.914,21.457,0.17,True,311.0,226.0,3.84,0.0088,0,0.6232464929859719,0.4529058116232465,0.40880836324401326,-0.9126202507843835
84,sim_84_conc_real_2025-11-10.npy,5.92,-92.23,2,4,43.351,21.676,0.0,False,430.0,315.0,9.05,0.005,1,0.8617234468937875,0.6312625250501002,-0.038911016641028535,-0.9992426796249055
85,sim_85_conc_real_2025-11-10.npy,7.75,44.4,2,4,42.587,21.293,0.87,True,86.0,197.0,4.42,0.0073,1,0.1723446893787575,0.3947895791583166,0.7144726796328034,0.6996633405133653
86,sim_86_conc_real_2025-11-10.npy,4.75,0.49,2,4,43.222,21.611,0.0,False,437.0,230.0,9.34,0.0001,1,0.875751503006012,0.4609218436873747,0.99996343090164,0.008552009086826821
87,sim_87_conc_real_2025-11-10.npy,6.38,-100.29,2,4,43.488,21.744,0.9,True,419.0,389.0,9.47,0.0092,0,0.8396793587174348,0.779559118236473,-0.17863049206017756,-0.9839162298215935
88,sim_88_conc_real_2025-11-10.npy,3.68,5.49,3,3,74.73,37.365,0.32,True,435.0,276.0,5.39,0.0029,0,0.8717434869739479,0.5531062124248497,0.9954129114458982,0.0956720216510583
89,sim_89_conc_real_2025-11-10.npy,3.04,32.2,5,1,198.496,99.248,0.71,True,120.0,101.0,9.39,0.0051,0,0.2404809619238476,0.2024048096192384,0.846193166127564,0.53287627607073
90,sim_90_conc_real_2025-11-10.npy,6.88,0.0,2,4,43.982,21.991,0.15,True,485.0,497.0,9.3,0.0016,1,0.9719438877755512,0.995991983967936,1.0,0.0
91,sim_91_conc_real_2025-11-10.npy,6.82,-170.55,2,4,43.37,21.685,0.69,True,207.0,497.0,3.05,0.0089,1,0.4148296593186373,0.995991983967936,-0.9864292571764954,-0.164186846568863
92,sim_92_conc_real_2025-11-10.npy,1.62,3.53,0,5,25.712,12.856,0.0,False,390.0,178.0,8.01,0.0035,0,0.781563126252505,0.3567134268537074,0.998102696660617,0.061571153300910966
93,sim_93_conc_real_2025-11-10.npy,5.5,0.0,3,3,73.243,36.622,0.0,False,54.0,63.0,3.06,0.0038,0,0.1082164328657314,0.12625250501002,1.0,0.0
94,sim_94_conc_real_2025-11-10.npy,5.45,95.31,3,3,74.492,37.246,0.0,False,52.0,470.0,8.18,0.0081,0,0.1042084168336673,0.9418837675350702,-0.0925443727830622,0.9957085613100801
95,sim_95_conc_real_2025-11-10.npy,3.87,170.71,1,2,124.334,62.167,0.0,False,19.0,218.0,9.46,0.0095,0,0.0380761523046092,0.43687374749499,-0.9868839065636127,0.16143157982793419
96,sim_96_conc_real_2025-11-10.npy,3.42,-161.02,0,5,25.766,12.883,0.0,False,375.0,269.0,8.96,0.0075,1,0.751503006012024,0.5390781563126252,-0.9456321627174221,-0.32523808638345364
97,sim_97_conc_real_2025-11-10.npy,7.56,-2.65,2,4,43.338,21.669,0.0,False,486.0,209.0,3.27,0.008,0,0.9739478957915833,0.4188376753507014,0.9989306027408966,-0.046234737024329974
98,sim_98_conc_real_2025-11-10.npy,3.4,0.0,3,3,73.548,36.774,0.0,False,82.0,230.0,5.51,0.0053,1,0.1643286573146292,0.4609218436873747,1.0,0.0
99,sim_99_conc_real_2025-11-10.npy,4.68,0.0,2,4,43.704,21.852,0.0,False,491.0,392.0,6.72,0.0087,0,0.9839679358717436,0.7855711422845691,1.0,0.0
100,sim_100_conc_real_2025-11-10.npy,6.05,-0.77,2,4,42.491,21.246,0.0,False,43.0,122.0,3.26,0.0016,1,0.0861723446893787,0.2444889779559118,0.9999096975250265,-0.01343863071187315
101,sim_101_conc_real_2025-11-10.npy,3.67,1.16,3,3,74.246,37.123,0.0,False,16.0,425.0,6.01,0.0031,0,0.032064128256513,0.8517034068136272,0.99979506040039,0.020244436247535143
102,sim_102_conc_real_2025-11-10.npy,4.83,0.0,2,4,43.206,21.603,0.93,True,474.0,118.0,4.82,0.0084,1,0.9498997995991983,0.2364729458917835,1.0,0.0
103,sim_103_conc_real_2025-11-10.npy,5.03,0.0,2,4,43.32,21.66,0.87,True,343.0,396.0,4.94,0.0091,0,0.687374749498998,0.7935871743486974,1.0,0.0
104,sim_104_conc_real_2025-11-10.npy,5.56,162.39,3,3,73.757,36.879,0.0,False,81.0,299.0,5.75,0.0059,1,0.1623246492985972,0.5991983967935872,-0.953137879773766,0.3025362492997659
105,sim_105_conc_real_2025-11-10.npy,6.43,-1.76,2,4,43.266,21.633,0.0,False,263.0,434.0,5.08,0.0076,0,0.5270541082164328,0.8697394789579158,0.9995282456369311,-0.03071296426525265
106,sim_106_conc_real_2025-11-10.npy,3.58,-68.92,3,3,75.06,37.53,0.0,False,487.0,293.0,9.61,0.0038,0,0.9759519038076152,0.5871743486973948,0.3596711239753887,-0.9330791405761253
107,sim_107_conc_real_2025-11-10.npy,5.45,-179.02,3,3,74.493,37.246,0.25,True,3.0,473.0,7.22,0.0074,1,0.0060120240480961,0.9478957915831664,-0.9998537262811577,-0.017103392695130643
108,sim_108_conc_real_2025-11-10.npy,7.09,25.24,2,4,43.667,21.833,0.11,True,448.0,427.0,7.52,0.005,1,0.8977955911823647,0.8557114228456913,0.9045295819683241,0.4264108762029985
109,sim_109_conc_real_2025-11-10.npy,5.6,0.0,5,1,201.239,100.619,0.2,True,327.0,293.0,8.02,0.0083,1,0.655310621242485,0.5871743486973948,1.0,0.0
110,sim_110_conc_real_2025-11-10.npy,2.18,87.81,5,1,202.58,101.29,0.0,False,469.0,235.0,2.39,0.0035,1,0.939879759519038,0.4709418837675351,0.03821340422388106,0.9992696011275547
111,sim_111_conc_real_2025-11-10.npy,2.03,2.56,5,1,201.072,100.536,0.95,True,155.0,398.0,1.46,0.005,1,0.3106212424849699,0.7975951903807615,0.999001995685138,0.04466556410828602
112,sim_112_conc_real_2025-11-10.npy,2.98,18.63,1,2,125.149,62.575,0.67,True,302.0,196.0,5.17,0.0055,1,0.6052104208416834,0.3927855711422846,0.94760127339536,0.3194555159321749
113,sim_113_conc_real_2025-11-10.npy,4.13,-74.09,2,4,42.897,21.449,0.0,False,35.0,376.0,5.32,0.0054,0,0.0701402805611222,0.7535070140280561,0.2741270700429834,-0.9616934799974726
114,sim_114_conc_real_2025-11-10.npy,4.65,0.0,1,2,126.342,63.171,0.0,False,169.0,470.0,5.86,0.0066,1,0.3386773547094188,0.9418837675350702,1.0,0.0
115,sim_115_conc_real_2025-11-10.npy,7.25,-4.36,2,4,43.192,21.596,0.0,False,305.0,376.0,9.5,0.0079,1,0.6112224448897795,0.7535070140280561,0.9971060692324597,-0.07602293535370327
116,sim_116_conc_real_2025-11-10.npy,6.86,-113.06,2,4,43.057,21.528,0.0,False,356.0,256.0,3.78,0.0059,0,0.7134268537074149,0.5130260521042084,-0.3916948644991969,-0.9200951761230768
117,sim_117_conc_real_2025-11-10.npy,5.44,0.0,2,4,42.908,21.454,0.22,True,308.0,226.0,2.82,0.0087,1,0.6172344689378757,0.4529058116232465,1.0,0.0
118,sim_118_conc_real_2025-11-10.npy,4.86,1.71,5,1,203.025,101.512,0.0,False,438.0,333.0,3.02,0.0024,1,0.8777555110220441,0.6673346693386774,0.9995546671588833,0.029840699738680886
119,sim_119_conc_real_2025-11-10.npy,6.22,0.0,2,4,43.147,21.574,0.0,False,468.0,36.0,4.71,0.0091,0,0.937875751503006,0.0721442885771543,1.0,0.0
120,sim_120_conc_real_2025-11-10.npy,3.04,-43.96,1,2,125.514,62.757,0.08,True,386.0,131.0,2.08,0.0009,0,0.7735470941883767,0.2625250501002004,0.7198245880301589,-0.6941560072975037
121,sim_121_conc_real_2025-11-10.npy,6.95,84.89,2,4,43.365,21.682,0.77,True,467.0,265.0,6.8,0.0061,1,0.935871743486974,0.531062124248497,0.08906813747238633,0.9960255352586098
122,sim_122_conc_real_2025-11-10.npy,5.23,0.0,5,1,203.433,101.717,0.84,True,496.0,286.0,5.28,0.0057,1,0.9939879759519038,0.5731462925851704,1.0,0.0
123,sim_123_conc_real_2025-11-10.npy,7.77,28.21,2,4,43.247,21.623,0.31,True,496.0,72.0,2.74,0.0025,1,0.9939879759519038,0.1442885771543086,0.881220962975094,0.47270457414039063
124,sim_124_conc_real_2025-11-10.npy,4.37,1.48,2,4,43.286,21.643,0.0,False,263.0,441.0,4.68,0.0096,1,0.5270541082164328,0.8837675350701403,0.9996664015514872,0.02582800048591857
125,sim_125_conc_real_2025-11-10.npy,2.12,-0.37,4,6,14.57,7.285,0.0,False,167.0,11.0,9.13,0.003,0,0.3346693386773547,0.0220440881763527,0.9999791490100767,-0.006457673349044031
126,sim_126_conc_real_2025-11-10.npy,6.58,0.01,2,4,43.325,21.663,0.18,True,391.0,351.0,8.95,0.0006,0,0.7835671342685371,0.7034068136272545,0.9999999847691291,0.0001745329243133368
127,sim_127_conc_real_2025-11-10.npy,1.68,0.0,4,6,14.598,7.299,0.83,True,211.0,103.0,3.66,0.0075,0,0.4228456913827655,0.2064128256513026,1.0,0.0
128,sim_128_conc_real_2025-11-10.npy,7.46,0.0,2,4,43.217,21.609,0.81,True,488.0,62.0,7.75,0.0027,1,0.9779559118236472,0.1242484969939879,1.0,0.0
129,sim_129_conc_real_2025-11-10.npy,4.76,0.34,2,4,43.802,21.901,0.0,False,475.0,447.0,2.32,0.0055,0,0.9519038076152304,0.8957915831663327,0.9999823931648033,0.005934084629718736
130,sim_130_conc_real_2025-11-10.npy,5.56,0.0,2,4,43.547,21.773,0.72,True,339.0,480.0,3.78,0.0091,1,0.6793587174348698,0.9619238476953909,1.0,0.0
131,sim_131_conc_real_2025-11-10.npy,7.82,-0.91,2,4,43.474,21.737,0.13,True,425.0,377.0,3.17,0.0089,1,0.8517034068136272,0.7555110220440882,0.9998738758086451,-0.01588182846520415
132,sim_132_conc_real_2025-11-10.npy,5.12,-160.85,3,3,74.771,37.386,0.55,True,299.0,428.0,2.71,0.0041,0,0.5991983967935872,0.8577154308617234,-0.9446630008984904,-0.32804239776812183
133,sim_133_conc_real_2025-11-10.npy,1.56,0.0,0,5,25.756,12.878,0.0,False,453.0,48.0,6.82,0.0039,1,0.9078156312625252,0.096192384769539,1.0,0.0
134,sim_134_conc_real_2025-11-10.npy,4.43,-3.74,5,1,201.824,100.912,0.0,False,256.0,404.0,9.75,0.0076,1,0.5130260521042084,0.8096192384769539,0.9978703230397468,-0.06522896899807146
135,sim_135_conc_real_2025-11-10.npy,3.55,1.85,0,5,25.454,12.727,0.0,False,16.0,211.0,6.8,0.0075,1,0.032064128256513,0.4228456913827655,0.9994787687270248,0.03228298102577449
136,sim_136_conc_real_2025-11-10.npy,5.48,0.0,2,4,43.882,21.941,0.5,True,462.0,487.0,9.02,0.003,0,0.9258517034068136,0.9759519038076152,1.0,0.0
